"name","gender","country_id","probability","count"
"Toby","male","GB","0.99",131
"Tom","male","GB","1.00",762
"Tony","male","GB","1.00",501
"Tracey","female","GB","1.00",308
"Trevor","male","GB","1.00",148
"Tristram","male","GB","1.00",3
"Unkn",NA,"GB",NA,NA
"Ursula","female","GB","1.00",7
"Vanessa","female","GB","1.00",188
"Verney",NA,"GB",NA,NA
"Vernon","male","GB","1.00",13
"Vic","female","GB","0.83",12
"Victor","male","GB","0.98",117
"W",NA,"GB",NA,NA
"Walead",NA,"GB",NA,NA
"Wall",NA,"GB",NA,NA
"Walter","male","GB","0.95",20
"Wendela",NA,"GB",NA,NA
"Will","male","GB","0.99",196
"William","male","GB","1.00",240
"Wyndham","male","GB","1.00",1
"Yinka","female","GB","0.83",6
"Zacron",NA,"GB",NA,NA
"Zero",NA,"GB",NA,NA
"Andro",NA,"GE",NA,NA
"Lana",NA,"GE",NA,NA
"Levan","male","GE","1.00",1
"Rouben",NA,"GE",NA,NA
"Tengiz",NA,"GE",NA,NA
"Thea",NA,"GE",NA,NA
"Achilles",NA,"GR",NA,NA
"Athena","female","GR","1.00",1
"Budry",NA,"GR",NA,NA
"Chryssa",NA,"GR",NA,NA
"Constantine",NA,"GR",NA,NA
"Costa","male","GR","1.00",1
"D",NA,"GR",NA,NA
"Giorgio","male","GR","1.00",3
"Jannis","male","GR","1.00",4
"Lucas",NA,"GR",NA,NA
"Nassos",NA,"GR",NA,NA
"Nicos","male","GR","1.00",1
"Nikos","male","GR","1.00",174
"Pavlos","male","GR","1.00",6
"Polygnotos",NA,"GR",NA,NA
"Takis","male","GR","1.00",10
"Théo",NA,"GR",NA,NA
"Paul","male","HK","1.00",12
"Arsen",NA,"HR",NA,NA
"Dalibor","male","HR","1.00",6
"David","male","HR","1.00",3
"Davor","male","HR","1.00",15
"Ivana","female","HR","1.00",92
"Josip","male","HR","1.00",25
"Mangelos",NA,"HR",NA,NA
"Mladen","male","HR","1.00",12
"Sanja","female","HR","1.00",12
"Tomislav","male","HR","1.00",35
"Alexander",NA,"HU",NA,NA
"Alfred",NA,"HU",NA,NA
"András",NA,"HU",NA,NA
"André",NA,"HU",NA,NA
"Antoine",NA,"HU",NA,NA
"Arnold","male","HU","1.00",1
"Bela","male","HU","1.00",8
"Bernard",NA,"HU",NA,NA
"Bertalan",NA,"HU",NA,NA
"Cornell",NA,"HU",NA,NA
"Dóra",NA,"HU",NA,NA
"Endre","male","HU","1.00",3
"Ernö",NA,"HU",NA,NA
"Etienne",NA,"HU",NA,NA
"Eva","female","HU","1.00",14
"Farkas","male","HU","0.75",4
"Francis",NA,"HU",NA,NA
"Gabor","male","HU","1.00",29
"George",NA,"HU",NA,NA
"Gusztáv",NA,"HU",NA,NA
"Gyula","male","HU","1.00",1
"György",NA,"HU",NA,NA
"Imre","male","HU","0.75",4
"István",NA,"HU",NA,NA
"Josef",NA,"HU",NA,NA
"Jozsef","male","HU","1.00",8
"Judit","female","HU","1.00",29
"József",NA,"HU",NA,NA
"Lajos","male","HU","1.00",5
"Lucien",NA,"HU",NA,NA
"László",NA,"HU",NA,NA
"Marcel",NA,"HU",NA,NA
"Martin",NA,"HU",NA,NA
"Mihály",NA,"HU",NA,NA
"Miklos","male","HU","1.00",5
"Nicholas",NA,"HU",NA,NA
"Nickolas",NA,"HU",NA,NA
"Peter","male","HU","0.95",19
"Péter",NA,"HU",NA,NA
"Rita","female","HU","1.00",6
"Robert","male","HU","1.00",8
"Rogi",NA,"HU",NA,NA
"Simon","female","HU","0.50",4
"Sylvia",NA,"HU",NA,NA
"Thomaz",NA,"HU",NA,NA
"Tibor","male","HU","1.00",14
"Tihamér",NA,"HU",NA,NA
"Victor",NA,"HU",NA,NA
"Vilmos",NA,"HU",NA,NA
"Yona",NA,"HU",NA,NA
"Zoltan","male","HU","1.00",18
"Garin",NA,"ID",NA,NA
"Cathy",NA,"IE",NA,NA
"Eva",NA,"IE",NA,NA
"Fergus",NA,"IE",NA,NA
"Francis",NA,"IE",NA,NA
"Ian",NA,"IE",NA,NA
"Jim",NA,"IE",NA,NA
"John",NA,"IE",NA,NA
"Kenneth",NA,"IE",NA,NA
"Pat",NA,"IE",NA,NA
"Patrick","male","IE","1.00",1
"Roderic",NA,"IE",NA,NA
"Sean",NA,"IE",NA,NA
"Stefana",NA,"IE",NA,NA
"Timothy",NA,"IE",NA,NA
"Willie",NA,"IE",NA,NA
"Agam",NA,"IL",NA,NA
"Amos","male","IL","1.00",4
"Anna","female","IL","1.00",6
"Barry",NA,"IL",NA,NA
"Benni",NA,"IL",NA,NA
"Bezalel",NA,"IL",NA,NA
"David","male","IL","1.00",21
"Elad","male","IL","1.00",15
"Elinor","female","IL","1.00",1
"Esti","female","IL","1.00",2
"Ezra",NA,"IL",NA,NA
"Gabi","female","IL","0.50",2
"Guy","male","IL","1.00",13
"Igael",NA,"IL",NA,NA
"Irit","female","IL","1.00",5
"Isidora",NA,"IL",NA,NA
"Izhar","male","IL","1.00",1
"Izika",NA,"IL",NA,NA
"Jacob","male","IL","1.00",11
"Jakob",NA,"IL",NA,NA
"Marcel",NA,"IL",NA,NA
"Mati",NA,"IL",NA,NA
"Menashe","male","IL","1.00",2
"Micha","male","IL","1.00",2
"Michael","male","IL","1.00",17
"Michal","female","IL","1.00",16
"Mika",NA,"IL",NA,NA
"Mordechai","male","IL","1.00",1
"Moshe","male","IL","0.94",16
"Munio",NA,"IL",NA,NA
"Nachume",NA,"IL",NA,NA
"Nahum",NA,"IL",NA,NA
"Naomi",NA,"IL",NA,NA
"Oded","male","IL","1.00",1
"Pinchas",NA,"IL",NA,NA
"Revital","female","IL","1.00",7
"Ron","male","IL","0.88",8
"Schlomo",NA,"IL",NA,NA
"Serge",NA,"IL",NA,NA
"Shalom","male","IL","1.00",2
"Shay","male","IL","0.90",10
"Sigalit",NA,"IL",NA,NA
"Tirtza",NA,"IL",NA,NA
"William",NA,"IL",NA,NA
"Yael","female","IL","1.00",12
"Yarom",NA,"IL",NA,NA
"Yaron","male","IL","0.83",6
"Yehudit","female","IL","1.00",1
"Yoram","male","IL","1.00",4
"Zadok",NA,"IL",NA,NA
"Zvi","male","IL","1.00",1
"Zwi",NA,"IL",NA,NA
"Acharya",NA,"IN",NA,NA
"Adoor",NA,"IN",NA,NA
"Anish",NA,"IN",NA,NA
"Bhupen",NA,"IN",NA,NA
"Hermann",NA,"IN",NA,NA
"Jyoti",NA,"IN",NA,NA
"Krishen",NA,"IN",NA,NA
"Manish","male","IN","1.00",2
"Mira",NA,"IN",NA,NA
"Mohan","male","IN","1.00",1
"N",NA,"IN",NA,NA
"Nalini",NA,"IN",NA,NA
"Nasreen",NA,"IN",NA,NA
"Raghubir",NA,"IN",NA,NA
"Rajesh",NA,"IN",NA,NA
"Ranjani",NA,"IN",NA,NA
"Raqib",NA,"IN",NA,NA
"Sandeep","male","IN","1.00",1
"Sanjeev",NA,"IN",NA,NA
"Satish",NA,"IN",NA,NA
"Shambhavi",NA,"IN",NA,NA
"Sidharth",NA,"IN",NA,NA
"Vasudeo",NA,"IN",NA,NA
"Vijay","male","IN","1.00",2
"Yusuf",NA,"IN",NA,NA
"Zarina",NA,"IN",NA,NA
"Abbas","male","IR","1.00",1
"Ali","male","IR","1.00",8
"Bahman",NA,"IR",NA,NA
"Faramarz",NA,"IR",NA,NA
"Granaz",NA,"IR",NA,NA
"Hossein","male","IR","1.00",4
"Kambozia",NA,"IR",NA,NA
"Mani",NA,"IR",NA,NA
"Manijeh",NA,"IR",NA,NA
"Mehrdad","male","IR","1.00",1
"Mohammad","male","IR","1.00",7
"Mohsen","male","IR","1.00",2
"Morteza","male","IR","1.00",1
"Naghi",NA,"IR",NA,NA
"Natascha",NA,"IR",NA,NA
"Shirana",NA,"IR",NA,NA
"Shirazeh",NA,"IR",NA,NA
"Shirin",NA,"IR",NA,NA
"Tala",NA,"IR",NA,NA
"CCP",NA,"IS",NA,NA
"Erro",NA,"IS",NA,NA
"Jóhanna",NA,"IS",NA,NA
"Jóhannes",NA,"IS",NA,NA
"Nina","female","IS","1.00",1
"Ragnar",NA,"IS",NA,NA
"Steina",NA,"IS",NA,NA
"Svavar","male","IS","1.00",2
"A",NA,"IT",NA,NA
"Achille","male","IT","1.00",7
"Adolpho",NA,"IT",NA,NA
"Afro",NA,"IT",NA,NA
"Agenore",NA,"IT",NA,NA
